Column3;Column4;Column5;Column6;Column7;Column8
 -1.259447487294853E+07; -1.939706554343638E+08;  3.436661584883779E+05;  2.385718862071390E+01;  1.503620193823047E+01; -7.621592117682985E-01
 -1.258731790851566E+07; -1.939661444490409E+08;  3.434375105020255E+05;  2.385590759273240E+01;  1.503703353244484E+01; -7.621606970725985E-01
 -1.258016132839623E+07; -1.939616332142535E+08;  3.432088620702475E+05;  2.385462653120213E+01;  1.503786503496437E+01; -7.621621812208978E-01
 -1.257300513260031E+07; -1.939571217300291E+08;  3.429802131934166E+05;  2.385334543612817E+01;  1.503869644579465E+01; -7.621636642116982E-01
 -1.256584932113793E+07; -1.939526099963952E+08;  3.427515638718456E+05;  2.385206430751506E+01;  1.503952776494112E+01; -7.621651460432561E-01
 -1.255869389401916E+07; -1.939480980133793E+08;  3.425229141059220E+05;  2.385078314536685E+01;  1.504035899240891E+01; -7.621666267135474E-01
 -1.255153885125405E+07; -1.939435857810089E+08;  3.422942638959289E+05;  2.384950194968705E+01;  1.504119012820292E+01; -7.621681062203436E-01
 -1.254438419285268E+07; -1.939390732993115E+08;  3.420656132422835E+05;  2.384822072047865E+01;  1.504202117232765E+01; -7.621695845611560E-01
 -1.253722991882515E+07; -1.939345605683147E+08;  3.418369621453136E+05;  2.384693945774420E+01;  1.504285212478724E+01; -7.621710617332846E-01
 -1.253007602918139E+07; -1.939300475880459E+08;  3.416083106053770E+05;  2.384565816148573E+01;  1.504368298558533E+01; -7.621725377338073E-01
 -1.252292252393162E+07; -1.939255343585325E+08;  3.413796586227864E+05;  2.384437683170484E+01;  1.504451375472507E+01; -7.621740125596101E-01
 -1.251576940308571E+07; -1.939210208798022E+08;  3.411510061979443E+05;  2.384309546840270E+01;  1.504534443220901E+01; -7.621754862073811E-01
 -1.250861666665384E+07; -1.939165071518823E+08;  3.409223533311784E+05;  2.384181407158004E+01;  1.504617501803907E+01; -7.621769586736251E-01
 -1.250146431464615E+07; -1.939119931748005E+08;  3.406937000228763E+05;  2.384053264123720E+01;  1.504700551221644E+01; -7.621784299546910E-01
 -1.249431234707251E+07; -1.939074789485842E+08;  3.404650462733209E+05;  2.383925117737417E+01;  1.504783591474156E+01; -7.621799000467711E-01
 -1.248716076394308E+07; -1.939029644732608E+08;  3.402363920829594E+05;  2.383796967999059E+01;  1.504866622561402E+01; -7.621813689459227E-01
 -1.248000956526786E+07; -1.938984497488580E+08;  3.400077374520749E+05;  2.383668814908575E+01;  1.504949644483253E+01; -7.621828366480887E-01
 -1.247285875105694E+07; -1.938939347754031E+08;  3.397790823810846E+05;  2.383540658465868E+01;  1.505032657239479E+01; -7.621843031491098E-01
 -1.246570832132044E+07; -1.938894195529237E+08;  3.395504268703312E+05;  2.383412498663855E+01;  1.505115660841807E+01; -7.621857684053674E-01
 -1.245855827606830E+07; -1.938849040814472E+08;  3.393217709201574E+05;  2.383284335511232E+01;  1.505198655275993E+01; -7.621872324619137E-01
 -1.245140861531073E+07; -1.938803883610013E+08;  3.390931145309806E+05;  2.383156169007211E+01;  1.505281640542907E+01; -7.621886953107397E-01
 -1.244425933905762E+07; -1.938758723916131E+08;  3.388644577030838E+05;  2.383027999151026E+01;  1.505364616643171E+01; -7.621901569440164E-01
 -1.243711044731918E+07; -1.938713561733105E+08;  3.386358004369289E+05;  2.382899825941941E+01;  1.505447583577175E+01; -7.621916173541718E-01
 -1.242996194010538E+07; -1.938668397061208E+08;  3.384071427327991E+05;  2.382771649379251E+01;  1.505530541345097E+01; -7.621930765338822E-01
 -1.242281381742626E+07; -1.938623229900716E+08;  3.381784845911264E+05;  2.382643469462286E+01;  1.505613489946906E+01; -7.621945344760803E-01
 -1.241566607929194E+07; -1.938578060251904E+08;  3.379498260122389E+05;  2.382515286190419E+01;  1.505696429382384E+01; -7.621959911739831E-01
 -1.240851872571245E+07; -1.938532888115045E+08;  3.377211669965535E+05;  2.382387099563068E+01;  1.505779359651133E+01; -7.621974466210997E-01
 -1.240137175669789E+07; -1.938487713490416E+08;  3.374925075443834E+05;  2.382258909579697E+01;  1.505862280752595E+01; -7.621989008112529E-01
 -1.239422517225832E+07; -1.938442536378291E+08;  3.372638476561904E+05;  2.382130716239824E+01;  1.505945192686057E+01; -7.622003537385762E-01
 -1.238707897240382E+07; -1.938397356778946E+08;  3.370351873322576E+05;  2.382002519543020E+01;  1.506028095450668E+01; -7.622018053975399E-01
 -1.237993315714443E+07; -1.938352174692656E+08;  3.368065265730619E+05;  2.381874319488916E+01;  1.506110989045448E+01; -7.622032557829437E-01
 -1.237278772649023E+07; -1.938306990119695E+08;  3.365778653789610E+05;  2.381746116077203E+01;  1.506193873469301E+01; -7.622047048899416E-01
 -1.236564268045130E+07; -1.938261803060340E+08;  3.363492037502676E+05;  2.381617909307634E+01;  1.506276748721024E+01; -7.622061527140378E-01
 -1.235849801903775E+07; -1.938216613514864E+08;  3.361205416874588E+05;  2.381489699180028E+01;  1.506359614799323E+01; -7.622075992511022E-01
 -1.235135374225959E+07; -1.938171421483544E+08;  3.358918791908622E+05;  2.381361485694274E+01;  1.506442471702814E+01; -7.622090444973706E-01
 -1.234420985012695E+07; -1.938126226966653E+08;  3.356632162608653E+05;  2.381233268850326E+01;  1.506525319430045E+01; -7.622104884494512E-01
 -1.233706634264985E+07; -1.938081029964469E+08;  3.354345528979152E+05;  2.381105048648212E+01;  1.506608157979496E+01; -7.622119311043276E-01
 -1.232992321983841E+07; -1.938035830477266E+08;  3.352058891023546E+05;  2.380976825088033E+01;  1.506690987349593E+01; -7.622133724593709E-01
 -1.232278048170269E+07; -1.937990628505320E+08;  3.349772248745710E+05;  2.380848598169959E+01;  1.506773807538716E+01; -7.622148125123172E-01
 -1.231563812825277E+07; -1.937945424048906E+08;  3.347485602149665E+05;  2.380720367894240E+01;  1.506856618545208E+01; -7.622162512612904E-01
 -1.230849615949866E+07; -1.937900217108299E+08;  3.345198951239437E+05;  2.380592134261197E+01;  1.506939420367385E+01; -7.622176887047978E-01
 -1.230135457545057E+07; -1.937855007683776E+08;  3.342912296018749E+05;  2.380463897271228E+01;  1.507022213003541E+01; -7.622191248417272E-01
 -1.229421337611839E+07; -1.937809795775611E+08;  3.340625636491776E+05;  2.380335656924805E+01;  1.507104996451958E+01; -7.622205596713343E-01
 -1.228707256151232E+07; -1.937764581384080E+08;  3.338338972661942E+05;  2.380207413222480E+01;  1.507187770710913E+01; -7.622219931932621E-01
 -1.227993213164243E+07; -1.937719364509460E+08;  3.336052304533720E+05;  2.380079166164874E+01;  1.507270535778686E+01; -7.622234254075124E-01
 -1.227279208651868E+07; -1.937674145152026E+08;  3.333765632110983E+05;  2.379950915752688E+01;  1.507353291653564E+01; -7.622248563144529E-01
 -1.226565242615131E+07; -1.937628923312053E+08;  3.331478955397308E+05;  2.379822661986695E+01;  1.507436038333852E+01; -7.622262859148181E-01
 -1.225851315055013E+07; -1.937583698989818E+08;  3.329192274396718E+05;  2.379694404867742E+01;  1.507518775817876E+01; -7.622277142096845E-01
 -1.225137425972539E+07; -1.937538472185596E+08;  3.326905589113235E+05;  2.379566144396745E+01;  1.507601504103989E+01; -7.622291412004731E-01
 -1.224423575368711E+07; -1.937493242899664E+08;  3.324618899550736E+05;  2.379437880574697E+01;  1.507684223190577E+01; -7.622305668889391E-01
 -1.223709763244531E+07; -1.937448011132296E+08;  3.322332205713093E+05;  2.379309613402653E+01;  1.507766933076066E+01; -7.622319912771554E-01
 -1.222995989601004E+07; -1.937402776883771E+08;  3.320045507604331E+05;  2.379181342881739E+01;  1.507849633758924E+01; -7.622334143675280E-01
 -1.222282254439136E+07; -1.937357540154363E+08;  3.317758805228025E+05;  2.379053069013145E+01;  1.507932325237666E+01; -7.622348361627269E-01
 -1.221568557759935E+07; -1.937312300944349E+08;  3.315472098588794E+05;  2.378924791798126E+01;  1.508015007510862E+01; -7.622362566657381E-01
 -1.220854899564391E+07; -1.937267059254005E+08;  3.313185387689620E+05;  2.378796511237991E+01;  1.508097680577133E+01; -7.622376758798035E-01
 -1.220141279853526E+07; -1.937221815083606E+08;  3.310898672534823E+05;  2.378668227334114E+01;  1.508180344435165E+01; -7.622390938084269E-01
 -1.219427698628327E+07; -1.937176568433431E+08;  3.308611953128129E+05;  2.378539940087917E+01;  1.508262999083702E+01; -7.622405104553520E-01
 -1.218714155889803E+07; -1.937131319303753E+08;  3.306325229473561E+05;  2.378411649500876E+01;  1.508345644521559E+01; -7.622419258245490E-01
 -1.218000651638961E+07; -1.937086067694851E+08;  3.304038501574397E+05;  2.378283355574515E+01;  1.508428280747612E+01; -7.622433399201878E-01
 -1.217287185876793E+07; -1.937040813607000E+08;  3.301751769434959E+05;  2.378155058310399E+01;  1.508510907760815E+01; -7.622447527466267E-01
 -1.216573758604309E+07; -1.936995557040477E+08;  3.299465033059269E+05;  2.378026757710137E+01;  1.508593525560190E+01; -7.622461643083902E-01
 -1.215860369822505E+07; -1.936950297995559E+08;  3.297178292450309E+05;  2.377898453775370E+01;  1.508676134144835E+01; -7.622475746101403E-01
 -1.215147019532377E+07; -1.936905036472521E+08;  3.294891547612846E+05;  2.377770146507772E+01;  1.508758733513922E+01; -7.622489836566677E-01
 -1.214433707734931E+07; -1.936859772471640E+08;  3.292604798549712E+05;  2.377641835909044E+01;  1.508841323666699E+01; -7.622503914528540E-01
 -1.213720434431159E+07; -1.936814505993194E+08;  3.290318045265377E+05;  2.377513521980907E+01;  1.508923904602493E+01; -7.622517980036703E-01
 -1.213007199622074E+07; -1.936769237037457E+08;  3.288031287763119E+05;  2.377385204725100E+01;  1.509006476320707E+01; -7.622532033141205E-01
 -1.212294003308660E+07; -1.936723965604706E+08;  3.285744526046664E+05;  2.377256884143374E+01;  1.509089038820822E+01; -7.622546073892371E-01
 -1.211580845491922E+07; -1.936678691695220E+08;  3.283457760119736E+05;  2.377128560237484E+01;  1.509171592102394E+01; -7.622560102340525E-01
 -1.210867726172853E+07; -1.936633415309272E+08;  3.281170989986211E+05;  2.377000233009186E+01;  1.509254136165057E+01; -7.622574118535548E-01
 -1.210154645352447E+07; -1.936588136447142E+08;  3.278884215649813E+05;  2.376871902460231E+01;  1.509336671008519E+01; -7.622588122526839E-01
 -1.209441603031704E+07; -1.936542855109104E+08;  3.276597437114120E+05;  2.376743568592354E+01;  1.509419196632563E+01; -7.622602114362724E-01
 -1.208728599211624E+07; -1.936497571295436E+08;  3.274310654382408E+05;  2.376615231407277E+01;  1.509501713037045E+01; -7.622616094090517E-01
 -1.208015633893195E+07; -1.936452285006414E+08;  3.272023867458850E+05;  2.376486890906691E+01;  1.509584220221888E+01; -7.622630061755693E-01
 -1.207302707077408E+07; -1.936406996242315E+08;  3.269737076346725E+05;  2.376358547092257E+01;  1.509666718187086E+01; -7.622644017402136E-01
 -1.206589818765271E+07; -1.936361705003415E+08;  3.267450281049758E+05;  2.376230199965596E+01;  1.509749206932696E+01; -7.622657961071182E-01
 -1.205876968957761E+07; -1.936316411289991E+08;  3.265163481571376E+05;  2.376101849528284E+01;  1.509831686458837E+01; -7.622671892801751E-01
 -1.205164157655883E+07; -1.936271115102320E+08;  3.262876677915156E+05;  2.375973495781839E+01;  1.509914156765692E+01; -7.622685812629912E-01
 -1.204451384860623E+07; -1.936225816440678E+08;  3.260589870084822E+05;  2.375845138727719E+01;  1.509996617853492E+01; -7.622699720588182E-01
 -1.203738650572979E+07; -1.936180515305341E+08;  3.258303058083951E+05;  2.375716778367309E+01;  1.510079069722524E+01; -7.622713616705621E-01
 -1.203025954793933E+07; -1.936135211696586E+08;  3.256016241916120E+05;  2.375588414701917E+01;  1.510161512373123E+01; -7.622727501006974E-01
 -1.202313297524485E+07; -1.936089905614690E+08;  3.253729421584457E+05;  2.375460047732762E+01;  1.510243945805662E+01; -7.622741373512607E-01
 -1.201600678765625E+07; -1.936044597059930E+08;  3.251442597092986E+05;  2.375331677460969E+01;  1.510326370020555E+01; -7.622755234237957E-01
 -1.200888098518339E+07; -1.935999286032581E+08;  3.249155768445283E+05;  2.375203303887555E+01;  1.510408785018248E+01; -7.622769083193139E-01
 -1.200175556783623E+07; -1.935953972532921E+08;  3.246868935644478E+05;  2.375074927013424E+01;  1.510491190799212E+01; -7.622782920382463E-01
 -1.199463053562459E+07; -1.935908656561226E+08;  3.244582098694295E+05;  2.374946546839355E+01;  1.510573587363942E+01; -7.622796745804088E-01
 -1.198750588855848E+07; -1.935863338117771E+08;  3.242295257598162E+05;  2.374818163365995E+01;  1.510655974712943E+01; -7.622810559449418E-01
 -1.198038162664774E+07; -1.935818017202835E+08;  3.240008412359506E+05;  2.374689776593844E+01;  1.510738352846734E+01; -7.622824361302918E-01
 -1.197325774990222E+07; -1.935772693816693E+08;  3.237721562982649E+05;  2.374561386523251E+01;  1.510820721765828E+01; -7.622838151341167E-01
 -1.196613425833187E+07; -1.935727367959621E+08;  3.235434709469974E+05;  2.374432993154399E+01;  1.510903081470738E+01; -7.622851929533061E-01
 -1.195901115194654E+07; -1.935682039631897E+08;  3.233147851825953E+05;  2.374304596487299E+01;  1.510985431961960E+01; -7.622865695838543E-01
 -1.195188843075621E+07; -1.935636708833795E+08;  3.230860990053564E+05;  2.374176196542107E+01;  1.511067773240351E+01; -7.622879451208933E-01
 -1.194476609477061E+07; -1.935591375565594E+08;  3.228574124156237E+05;  2.374047793299876E+01;  1.511150105305594E+01; -7.622893194673903E-01
 -1.193764414399973E+07; -1.935546039827569E+08;  3.226287254137993E+05;  2.373919386762217E+01;  1.511232428158232E+01; -7.622906926272250E-01
 -1.193052257845336E+07; -1.935500701619997E+08;  3.224000380001813E+05;  2.373790976930552E+01;  1.511314741798829E+01; -7.622920646033435E-01
 -1.192340139814144E+07; -1.935455360943154E+08;  3.221713501751721E+05;  2.373662563806123E+01;  1.511397046227964E+01; -7.622934353977904E-01
 -1.191628060307381E+07; -1.935410017797315E+08;  3.219426619390547E+05;  2.373534147390006E+01;  1.511479341446221E+01; -7.622948050117992E-01
 -1.190916019326037E+07; -1.935364672182759E+08;  3.217139732922614E+05;  2.373405727683119E+01;  1.511561627454182E+01; -7.622961734458222E-01
 -1.190204016871101E+07; -1.935319324099760E+08;  3.214852842350900E+05;  2.373277304686233E+01;  1.511643904252421E+01; -7.622975406995769E-01
 -1.189492052943558E+07; -1.935273973548596E+08;  3.212565947679579E+05;  2.373148878399982E+01;  1.511726171841497E+01; -7.622989067721306E-01
 -1.188780127544385E+07; -1.935228620529542E+08;  3.210279048911482E+05;  2.373020448824872E+01;  1.511808430221943E+01; -7.623002716619212E-01
 -1.188068240674588E+07; -1.935183265042875E+08;  3.207992146050781E+05;  2.372892015961293E+01;  1.511890679394269E+01; -7.623016353668346E-01
 -1.187356392335141E+07; -1.935137907088870E+08;  3.205705239100605E+05;  2.372763579809526E+01;  1.511972919358947E+01; -7.623029978842100E-01
 -1.186644582527030E+07; -1.935092546667805E+08;  3.203418328064680E+05;  2.372635140369752E+01;  1.512055150116410E+01; -7.623043592109333E-01
 -1.185932811251247E+07; -1.935047183779955E+08;  3.201131412946433E+05;  2.372506697642061E+01;  1.512137371667047E+01; -7.623057193434608E-01
 -1.185221078508773E+07; -1.935001818425598E+08;  3.198844493749887E+05;  2.372378251626463E+01;  1.512219584011196E+01; -7.623070782778552E-01
 -1.184509384300604E+07; -1.934956450605007E+08;  3.196557570478022E+05;  2.372249802322894E+01;  1.512301787149143E+01; -7.623084360098513E-01
 -1.183797728627712E+07; -1.934911080318460E+08;  3.194270643135011E+05;  2.372121349731223E+01;  1.512383981081114E+01; -7.623097925348841E-01
 -1.183086111491090E+07; -1.934865707566234E+08;  3.191983711723983E+05;  2.371992893851265E+01;  1.512466165807272E+01; -7.623111478481261E-01
 -1.182374532891726E+07; -1.934820332348604E+08;  3.189696776248962E+05;  2.371864434682783E+01;  1.512548341327719E+01; -7.623125019445398E-01
 -1.181662992830610E+07; -1.934774954665847E+08;  3.187409836713821E+05;  2.371735972225496E+01;  1.512630507642483E+01; -7.623138548188910E-01
 -1.180951491308725E+07; -1.934729574518237E+08;  3.185122893121541E+05;  2.371607506479095E+01;  1.512712664751527E+01; -7.623152064658356E-01
 -1.180240028327054E+07; -1.934684191906053E+08;  3.182835945475847E+05;  2.371479037443234E+01;  1.512794812654734E+01; -7.623165568798926E-01
 -1.179528603886586E+07; -1.934638806829570E+08;  3.180548993781358E+05;  2.371350565117555E+01;  1.512876951351916E+01; -7.623179060555216E-01
 -1.178817217988312E+07; -1.934593419289064E+08;  3.178262038040906E+05;  2.371222089501678E+01;  1.512959080842806E+01; -7.623192539871386E-01
 -1.178105870633215E+07; -1.934548029284812E+08;  3.175975078258663E+05;  2.371093610595220E+01;  1.513041201127060E+01; -7.623206006691534E-01
 -1.177394561822283E+07; -1.934502636817089E+08;  3.173688114438206E+05;  2.370965128397794E+01;  1.513123312204253E+01; -7.623219460960104E-01
 -1.176683291556504E+07; -1.934457241886171E+08;  3.171401146583259E+05;  2.370836642909016E+01;  1.513205414073879E+01; -7.623232902621799E-01
 -1.175972059836867E+07; -1.934411844492336E+08;  3.169114174697995E+05;  2.370708154128515E+01;  1.513287506735354E+01; -7.623246331622431E-01
 -1.175260866664359E+07; -1.934366444635860E+08;  3.166827198785692E+05;  2.370579662055930E+01;  1.513369590188012E+01; -7.623259747908602E-01
 -1.174549712039959E+07; -1.934321042317017E+08;  3.164540218850374E+05;  2.370451166690924E+01;  1.513451664431107E+01; -7.623273151428478E-01
 -1.173838595964670E+07; -1.934275637536086E+08;  3.162253234896064E+05;  2.370322668033185E+01;  1.513533729463814E+01; -7.623286542131629E-01
 -1.173127518439469E+07; -1.934230230293342E+08;  3.159966246926636E+05;  2.370194166082429E+01;  1.513615785285230E+01; -7.623299919969497E-01
 -1.172416479465351E+07; -1.934184820589060E+08;  3.157679254945517E+05;  2.370065660838407E+01;  1.513697831894373E+01; -7.623313284895463E-01
 -1.171705479043299E+07; -1.934139408423520E+08;  3.155392258956879E+05;  2.369937152300909E+01;  1.513779869290190E+01; -7.623326636865295E-01
 -1.170994517174301E+07; -1.934093993796995E+08;  3.153105258964598E+05;  2.369808640469770E+01;  1.513861897471551E+01; -7.623339975836974E-01
 -1.170283593859342E+07; -1.934048576709763E+08;  3.150818254972845E+05;  2.369680125344867E+01;  1.513943916437258E+01; -7.623353301771143E-01
 -1.169572709099421E+07; -1.934003157162101E+08;  3.148531246984750E+05;  2.369551606926131E+01;  1.514025926186046E+01; -7.623366614631282E-01
 -1.168861862895516E+07; -1.933957735154285E+08;  3.146244235005081E+05;  2.369423085213546E+01;  1.514107926716581E+01; -7.623379914383595E-01
 -1.168151055248627E+07; -1.933912310686590E+08;  3.143957219037414E+05;  2.369294560207152E+01;  1.514189918027474E+01; -7.623393200997475E-01
 -1.167440286159724E+07; -1.933866883759295E+08;  3.141670199085772E+05;  2.369166031907048E+01;  1.514271900117274E+01; -7.623406474445549E-01
 -1.166729555629811E+07; -1.933821454372676E+08;  3.139383175154030E+05;  2.369037500313397E+01;  1.514353872984478E+01; -7.623419734703436E-01
 -1.166018863659865E+07; -1.933776022527009E+08;  3.137096147246361E+05;  2.368908965426424E+01;  1.514435836627537E+01; -7.623432981750504E-01
 -1.165308210250884E+07; -1.933730588222570E+08;  3.134809115366340E+05;  2.368780427246426E+01;  1.514517791044858E+01; -7.623446215569363E-01
 -1.164597595403847E+07; -1.933685151459638E+08;  3.132522079518288E+05;  2.368651885773765E+01;  1.514599736234805E+01; -7.623459436146334E-01
 -1.163887019119748E+07; -1.933639712238488E+08;  3.130235039706230E+05;  2.368523341008875E+01;  1.514681672195714E+01; -7.623472643471247E-01
 -1.163176481399572E+07; -1.933594270559399E+08;  3.127947995933592E+05;  2.368394792952263E+01;  1.514763598925892E+01; -7.623485837537602E-01
 -1.162465982244304E+07; -1.933548826422645E+08;  3.125660948204994E+05;  2.368266241604508E+01;  1.514845516423626E+01; -7.623499018342725E-01
 -1.161755521654937E+07; -1.933503379828506E+08;  3.123373896523863E+05;  2.368137686966267E+01;  1.514927424687188E+01; -7.623512185887487E-01
 -1.161045099632454E+07; -1.933457930777257E+08;  3.121086840894669E+05;  2.368009129038269E+01;  1.515009323714845E+01; -7.623525340176807E-01
 -1.160334716177845E+07; -1.933412479269175E+08;  3.118799781321138E+05;  2.367880567821322E+01;  1.515091213504862E+01; -7.623538481219070E-01
 -1.159624371292090E+07; -1.933367025304538E+08;  3.116512717807144E+05;  2.367752003316309E+01;  1.515173094055512E+01; -7.623551609026524E-01
 -1.158914064976183E+07; -1.933321568883624E+08;  3.114225650357008E+05;  2.367623435524191E+01;  1.515254965365085E+01; -7.623564723615095E-01
 -1.158203797231105E+07; -1.933276110006709E+08;  3.111938578974307E+05;  2.367494864446006E+01;  1.515336827431894E+01; -7.623577825004562E-01
 -1.157493568057844E+07; -1.933230648674071E+08;  3.109651503663510E+05;  2.367366290082867E+01;  1.515418680254285E+01; -7.623590913217999E-01
 -1.156783377457380E+07; -1.933185184885986E+08;  3.107364424427748E+05;  2.367237712435967E+01;  1.515500523830645E+01; -7.623603988282381E-01
 -1.156073225430712E+07; -1.933139718642733E+08;  3.105077341271639E+05;  2.367109131506568E+01;  1.515582358159413E+01; -7.623617050227924E-01
 -1.155363111978808E+07; -1.933094249944589E+08;  3.102790254199058E+05;  2.366980547296012E+01;  1.515664183239092E+01; -7.623630099088423E-01
 -1.154653037102658E+07; -1.933048778791831E+08;  3.100503163213581E+05;  2.366851959805713E+01;  1.515745999068248E+01; -7.623643134900817E-01
 -1.153943000803250E+07; -1.933003305184737E+08;  3.098216068319380E+05;  2.366723369037154E+01;  1.515827805645535E+01; -7.623656157705394E-01
 -1.153233003081566E+07; -1.932957829123585E+08;  3.095928969520181E+05;  2.366594774991892E+01;  1.515909602969698E+01; -7.623669167545364E-01
 -1.152523043938583E+07; -1.932912350608652E+08;  3.093641866820008E+05;  2.366466177671550E+01;  1.515991391039582E+01; -7.623682164466983E-01
 -1.151813123375288E+07; -1.932866869640215E+08;  3.091354760222733E+05;  2.366337577077817E+01;  1.516073169854150E+01; -7.623695148519136E-01
 -1.151103241392666E+07; -1.932821386218553E+08;  3.089067649732381E+05;  2.366208973212447E+01;  1.516154939412488E+01; -7.623708119753445E-01
 -1.150393397991690E+07; -1.932775900343943E+08;  3.086780535352230E+05;  2.366080366077254E+01;  1.516236699713825E+01; -7.623721078223937E-01
 -1.149683593173346E+07; -1.932730412016663E+08;  3.084493417086601E+05;  2.365951755674113E+01;  1.516318450757536E+01; -7.623734023986817E-01
 -1.148973826938611E+07; -1.932684921236991E+08;  3.082206294939369E+05;  2.365823142004950E+01;  1.516400192543163E+01; -7.623746957100375E-01
 -1.148264099288470E+07; -1.932639428005203E+08;  3.079919168913662E+05;  2.365694525071748E+01;  1.516481925070421E+01; -7.623759877624678E-01
 -1.147554410223892E+07; -1.932593932321579E+08;  3.077632039013803E+05;  2.365565904876537E+01;  1.516563648339220E+01; -7.623772785621421E-01
 -1.146844759745872E+07; -1.932548434186395E+08;  3.075344905243516E+05;  2.365437281421390E+01;  1.516645362349673E+01; -7.623785681153734E-01
 -1.146135147855365E+07; -1.932502933599930E+08;  3.073057767606378E+05;  2.365308654708424E+01;  1.516727067102110E+01; -7.623798564285673E-01
 -1.145425574553370E+07; -1.932457430562462E+08;  3.070770626106262E+05;  2.365180024739792E+01;  1.516808762597092E+01; -7.623811435082244E-01
 -1.144716039840850E+07; -1.932411925074267E+08;  3.068483480746448E+05;  2.365051391517679E+01;  1.516890448835433E+01; -7.623824293608976E-01
 -1.144006543718782E+07; -1.932366417135625E+08;  3.066196331531405E+05;  2.364922755034280E+01;  1.516972125800806E+01; -7.623837139511238E-01
 -1.143297086188152E+07; -1.932320906746812E+08;  3.063909178463966E+05;  2.364794115298806E+01;  1.517053793507008E+01; -7.623849973146237E-01
 -1.142587667249930E+07; -1.932275393908107E+08;  3.061622021548599E+05;  2.364665472312719E+01;  1.517135451953584E+01; -7.623862794549012E-01
 -1.141878286905092E+07; -1.932229878619787E+08;  3.059334860788584E+05;  2.364536826077473E+01;  1.517217101140197E+01; -7.623875603754087E-01
 -1.141168945154607E+07; -1.932184360882131E+08;  3.057047696187645E+05;  2.364408176594512E+01;  1.517298741066608E+01; -7.623888400794563E-01
 -1.140459641999459E+07; -1.932138840695415E+08;  3.054760527749360E+05;  2.364279523865262E+01;  1.517380371732687E+01; -7.623901185702620E-01
 -1.139750377440614E+07; -1.932093318059919E+08;  3.052473355477303E+05;  2.364150867891132E+01;  1.517461993138392E+01; -7.623913958509059E-01
 -1.139041151479045E+07; -1.932047792975920E+08;  3.050186179375350E+05;  2.364022208673505E+01;  1.517543605283767E+01; -7.623926719243102E-01
 -1.138331964115730E+07; -1.932002265443695E+08;  3.047898999447078E+05;  2.363893546213738E+01;  1.517625208168936E+01; -7.623939467932246E-01
 -1.137622815351644E+07; -1.931956735463522E+08;  3.045611815695912E+05;  2.363764880513157E+01;  1.517706801794095E+01; -7.623952204602267E-01
 -1.136913705187750E+07; -1.931911203035680E+08;  3.043324628125429E+05;  2.363636211573055E+01;  1.517788386159503E+01; -7.623964929276861E-01
 -1.136204633625022E+07; -1.931865668160446E+08;  3.041037436739504E+05;  2.363507539394685E+01;  1.517869961265486E+01; -7.623977641977691E-01
 -1.135495600664437E+07; -1.931820130838096E+08;  3.038750241541713E+05;  2.363378863979263E+01;  1.517951527112415E+01; -7.623990342724252E-01
 -1.134786606306964E+07; -1.931774591068911E+08;  3.036463042535037E+05;  2.363250185327962E+01;  1.518033083700713E+01; -7.624003031533677E-01
 -1.134077650553563E+07; -1.931729048853167E+08;  3.034175839723647E+05;  2.363121503441909E+01;  1.518114631030844E+01; -7.624015708420764E-01
 -1.133368733405218E+07; -1.931683504191142E+08;  3.031888633111268E+05;  2.362992818322183E+01;  1.518196169103306E+01; -7.624028373397715E-01
 -1.132659854862893E+07; -1.931637957083114E+08;  3.029601422701031E+05;  2.362864129969816E+01;  1.518277697918631E+01; -7.624041026474320E-01
 -1.131951014927557E+07; -1.931592407529359E+08;  3.027314208496511E+05;  2.362735438385785E+01;  1.518359217477372E+01; -7.624053667657629E-01
 -1.131242213600186E+07; -1.931546855530157E+08;  3.025026990501285E+05;  2.362606743571021E+01;  1.518440727780101E+01; -7.624066296952057E-01
 -1.130533450881740E+07; -1.931501301085785E+08;  3.022739768719524E+05;  2.362478045526394E+01;  1.518522228827407E+01; -7.624078914359265E-01
 -1.129824726773190E+07; -1.931455744196520E+08;  3.020452543154210E+05;  2.362349344252724E+01;  1.518603720619888E+01; -7.624091519878222E-01
 -1.129116041275513E+07; -1.931410184862640E+08;  3.018165313808471E+05;  2.362220639750772E+01;  1.518685203158142E+01; -7.624104113505021E-01
 -1.128407394389665E+07; -1.931364623084424E+08;  3.015878080687076E+05;  2.362091932021245E+01;  1.518766676442772E+01; -7.624116695233010E-01
 -1.127698786116621E+07; -1.931319058862146E+08;  3.013590843792707E+05;  2.361963221064789E+01;  1.518848140474373E+01; -7.624129265052675E-01
 -1.126990216457349E+07; -1.931273492196087E+08;  3.011303603129387E+05;  2.361834506881994E+01;  1.518929595253529E+01; -7.624141822951787E-01
 -1.126281685412812E+07; -1.931227923086524E+08;  3.009016358700097E+05;  2.361705789473395E+01;  1.519011040780814E+01; -7.624154368915290E-01
 -1.125573192983985E+07; -1.931182351533733E+08;  3.006729110509008E+05;  2.361577068839466E+01;  1.519092477056782E+01; -7.624166902925351E-01
 -1.124864739171833E+07; -1.931136777537993E+08;  3.004441858559698E+05;  2.361448344980624E+01;  1.519173904081962E+01; -7.624179424961337E-01
 -1.124156323977318E+07; -1.931091201099581E+08;  3.002154602855444E+05;  2.361319617897233E+01;  1.519255321856861E+01; -7.624191935000013E-01
