*******************************************************************************
Ephemeris / WWW_USER Fri Apr 20 09:19:19 2018 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Phobos (401)                    {source: mar097}
Center body name: Earth (399)                     {source: mar097}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-Mar-10 12:00:00.0000 TDB
Stop  time      : A.D. 2018-Mar-20 12:00:00.0000 TDB
Step-size       : 5 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458189.857638889, A.D. 2018-Mar-12 08:35:00.0000, -1.122208652977255E+07, -1.931072757045289E+08,  2.968358112527579E+05,  2.507906905850559E+01,  1.656612872255961E+01, -1.428180501668160E+00,
2458189.861111111, A.D. 2018-Mar-12 08:40:00.0000, -1.121457540866455E+07, -1.931022895216800E+08,  2.964141523174942E+05,  2.499395535549221E+01,  1.667405182877856E+01, -1.382372754872558E+00,
2458189.864583333, A.D. 2018-Mar-12 08:45:00.0000, -1.120709080895069E+07, -1.930972719213770E+08,  2.960066817715764E+05,  2.490231877185476E+01,  1.677549622435555E+01, -1.333623768675086E+00,
2458189.868055556, A.D. 2018-Mar-12 08:50:00.0000, -1.119963463284886E+07, -1.930922249200568E+08,  2.956142520003319E+05,  2.480452872248622E+01,  1.686998032847668E+01, -1.282135804215727E+00,
2458189.871527778, A.D. 2018-Mar-12 08:55:00.0000, -1.119220866719750E+07, -1.930871506749914E+08,  2.952376526196301E+05,  2.470098484760960E+01,  1.695704721991370E+01, -1.228124977786228E+00,
2458189.875000000, A.D. 2018-Mar-12 09:00:00.0000, -1.118481457452247E+07, -1.930820514765311E+08,  2.948776064003855E+05,  2.459211609208060E+01,  1.703626703001675E+01, -1.171820706758706E+00,
2458189.878472222, A.D. 2018-Mar-12 09:05:00.0000, -1.117745388440380E+07, -1.930769297396286E+08,  2.945347653715909E+05,  2.447837962042703E+01,  1.710723934935071E+01, -1.113465074008783E+00,
2458189.881944444, A.D. 2018-Mar-12 09:10:00.0000, -1.117012798519465E+07, -1.930717879946393E+08,  2.942097071266919E+05,  2.436025955584589E+01,  1.716959563324665E+01, -1.053312105644057E+00,
2458189.885416667, A.D. 2018-Mar-12 09:15:00.0000, -1.116283811614585E+07, -1.930666288774036E+08,  2.939029313603044E+05,  2.423826553229720E+01,  1.722300158901967E+01, -9.916269574075516E-01,
2458189.888888889, A.D. 2018-Mar-12 09:20:00.0000, -1.115558535999459E+07, -1.930614551186175E+08,  2.936148566633165E+05,  2.411293105011392E+01,  1.726715952512397E+01, -9.286850058598306E-01,
2458189.892361111, A.D. 2018-Mar-12 09:25:00.0000, -1.114837063607645E+07, -1.930562695325076E+08,  2.933458176051229E+05,  2.398481162720158E+01,  1.730181064013429E+01, -8.647708413592268E-01,
2458189.895833333, A.D. 2018-Mar-12 09:30:00.0000, -1.114119469402376E+07, -1.930510750048302E+08,  2.930960621331036E+05,  2.385448273993972E+01,  1.732673722722254E+01, -8.001771609571691E-01,
2458189.899305556, A.D. 2018-Mar-12 09:35:00.0000, -1.113405810811347E+07, -1.930458744802264E+08,  2.928657493192255E+05,  2.372253755031691E+01,  1.734176476780724E+01, -7.352035606017902E-01,
2458189.902777778, A.D. 2018-Mar-12 09:40:00.0000, -1.112696127232948E+07, -1.930406709489683E+08,  2.926549474840313E+05,  2.358958441862057E+01,  1.734676388635856E+01, -6.701552274892268E-01,
2458189.906250000, A.D. 2018-Mar-12 09:45:00.0000, -1.111990439620265E+07, -1.930354674331432E+08,  2.924636327276528E+05,  2.345624420413896E+01,  1.734165213701470E+01, -6.053415350038094E-01,
2458189.909722222, A.D. 2018-Mar-12 09:50:00.0000, -1.111288750149173E+07, -1.930302669723320E+08,  2.922916878965497E+05,  2.332314735978077E+01,  1.732639559177339E+01, -5.410745444252871E-01,
2458189.913194444, A.D. 2018-Mar-12 09:55:00.0000, -1.110591041976604E+07, -1.930250726088429E+08,  2.921389020126164E+05,  2.319093083022944E+01,  1.730101019963276E+01, -4.776674194278101E-01,
2458189.916666667, A.D. 2018-Mar-12 10:00:00.0000, -1.109897279094619E+07, -1.930198873725771E+08,  2.920049701905698E+05,  2.306023476716531E+01,  1.726556288623073E+01, -4.154327613184368E-01,
2458189.920138889, A.D. 2018-Mar-12 10:05:00.0000, -1.109207406285551E+07, -1.930147142656064E+08,  2.918894940650314E+05,  2.293169907913595E+01,  1.722017236432584E+01, -3.546808749249157E-01,
2458189.923611111, A.D. 2018-Mar-12 10:10:00.0000, -1.108521349182892E+07, -1.930095562465550E+08,  2.917919827470332E+05,  2.280595983774938E+01,  1.716500962692454E+01, -2.957179769999252E-01,
2458189.927083333, A.D. 2018-Mar-12 10:15:00.0000, -1.107839014441806E+07, -1.930044162148837E+08,  2.917118543247133E+05,  2.268364556591128E+01,  1.710029809702203E+01, -2.388443609127062E-01,
2458189.930555556, A.D. 2018-Mar-12 10:20:00.0000, -1.107160290022436E+07, -1.929992969951846E+08,  2.916484379194081E+05,  2.256537343772092E+01,  1.702631341081347E+01, -1.843525331975933E-01,
2458189.934027778, A.D. 2018-Mar-12 10:25:00.0000, -1.106485045588052E+07, -1.929942013215970E+08,  2.916009763029814E+05,  2.245174542327099E+01,  1.694338281484999E+01, -1.325253391663148E-01,
2458189.937500000, A.D. 2018-Mar-12 10:30:00.0000, -1.105813133019328E+07, -1.929891318224655E+08,  2.915686290762722E+05,  2.234334441484560E+01,  1.685188416195086E+01, -8.363409621085260E-02,
2458189.940972222, A.D. 2018-Mar-12 10:35:00.0000, -1.105144387044576E+07, -1.929840910053592E+08,  2.915504764045626E+05,  2.224073037376336E+01,  1.675224449569989E+01, -3.793675456914603E-02,
2458189.944444444, A.D. 2018-Mar-12 10:40:00.0000, -1.104478625984696E+07, -1.929790812425796E+08,  2.915455232978910E+05,  2.214443653925095E+01,  1.664493821899348E+01,  4.323893856771122E-03,
2458189.947916667, A.D. 2018-Mar-12 10:45:00.0000, -1.103815652610520E+07, -1.929741047572789E+08,  2.915527044186592E+05,  2.205496574215091E+01,  1.653048484827552E+01,  4.292193760143714E-02,
2458189.951388889, A.D. 2018-Mar-12 10:50:00.0000, -1.103155255108508E+07, -1.929691636103138E+08,  2.915708893932402E+05,  2.197278686686760E+01,  1.640944636167273E+01,  7.764997760766068E-02,
2458189.954861111, A.D. 2018-Mar-12 10:55:00.0000, -1.102497208149898E+07, -1.929642596879540E+08,  2.915988885968179E+05,  2.189833150466175E+01,  1.628242415607182E+01,  1.083206484541979E-01,
2458189.958333333, A.D. 2018-Mar-12 11:00:00.0000, -1.101841274056825E+07, -1.929593946905594E+08,  2.916354593756944E+05,  2.183199084016206E+01,  1.615005563506022E+01,  1.347680091267103E-01,
2458189.961805556, A.D. 2018-Mar-12 11:05:00.0000, -1.101187204057866E+07, -1.929545701223328E+08,  2.916793126646131E+05,  2.177411281075386E+01,  1.601301045634422E+01,  1.568487849901867E-01,
2458189.965277778, A.D. 2018-Mar-12 11:10:00.0000, -1.100534739624232E+07, -1.929497872822457E+08,  2.917291199528128E+05,  2.172499957535030E+01,  1.587198647347198E+01,  1.744434444382650E-01,
2458189.968750000, A.D. 2018-Mar-12 11:15:00.0000, -1.099883613876879E+07, -1.929450472562211E+08,  2.917835205459148E+05,  2.168490532502491E+01,  1.572770541208183E+01,  1.874570959075754E-01,
2458189.972222222, A.D. 2018-Mar-12 11:20:00.0000, -1.099233553053758E+07, -1.929403509106497E+08,  2.918411290687025E+05,  2.165403446321740E+01,  1.558090832507364E+01,  1.958201934704755E-01,
2458189.975694444, A.D. 2018-Mar-12 11:25:00.0000, -1.098584278025895E+07, -1.929356988872951E+08,  2.919005431498438E+05,  2.163254017792739E+01,  1.543235087359942E+01,  1.994890419363076E-01,
2458189.979166667, A.D. 2018-Mar-12 11:30:00.0000, -1.097935505850157E+07, -1.929310915996358E+08,  2.919603512268364E+05,  2.162052342277295E+01,  1.528279848106895E+01,  1.984460951316676E-01,
2458189.982638889, A.D. 2018-Mar-12 11:35:00.0000, -1.097286951346338E+07, -1.929265292306744E+08,  2.920191404093206E+05,  2.161803231840670E+01,  1.513302140486818E+01,  1.927000435771111E-01,
2458189.986111111, A.D. 2018-Mar-12 11:40:00.0000, -1.096638328685781E+07, -1.929220117322322E+08,  2.920755043367594E+05,  2.162506198105583E+01,  1.498378976452443E+01,  1.822856898514633E-01,
2458189.989583333, A.D. 2018-Mar-12 11:45:00.0000, -1.095989352978724E+07, -1.929175388257388E+08,  2.921280509665608E+05,  2.164155478152195E+01,  1.483586855487080E+01,  1.672636111909105E-01,
2458189.993055556, A.D. 2018-Mar-12 11:50:00.0000, -1.095339741847351E+07, -1.929131100045177E+08,  2.921754102294892E+05,  2.166740103662375E+01,  1.469001265752630E+01,  1.477196088851116E-01,
2458189.996527778, A.D. 2018-Mar-12 11:55:00.0000, -1.094689216971606E+07, -1.929087245375689E+08,  2.922162414871454E+05,  2.170244013674105E+01,  1.454696184278998E+01,  1.237639422994219E-01,
2458190.000000000, A.D. 2018-Mar-12 12:00:00.0000, -1.094037505594537E+07, -1.929043814748579E+08,  2.922492407271564E+05,  2.174646211895780E+01,  1.440743572582238E+01,  9.553034126653248E-02,
2458190.003472222, A.D. 2018-Mar-12 12:05:00.0000, -1.093384341979799E+07, -1.929000796533533E+08,  2.922731474911422E+05,  2.179920901995901E+01,  1.427213495222607E+01,  6.317539158383934E-02,
2458190.006944444, A.D. 2018-Mar-12 12:10:00.0000, -1.092729468825901E+07, -1.928958177044093E+08,  2.922867515328974E+05,  2.186037721970509E+01,  1.414172789720984E+01,  2.687681741694625E-02,
2458190.010416667, A.D. 2018-Mar-12 12:15:00.0000, -1.092072638582292E+07, -1.928915940632240E+08,  2.922888989054561E+05,  2.192962050223150E+01,  1.401685358888279E+01, -1.316790212965291E-02,
2458190.013888889, A.D. 2018-Mar-12 12:20:00.0000, -1.091413614699265E+07, -1.928874069784390E+08,  2.922784977160394E+05,  2.200655218678845E+01,  1.389811618749354E+01, -5.674281561730155E-02,
2458190.017361111, A.D. 2018-Mar-12 12:25:00.0000, -1.090752172796795E+07, -1.928832545230546E+08,  2.922545234266073E+05,  2.209074815856897E+01,  1.378608200370838E+01, -1.036151180876814E-01,
2458190.020833333, A.D. 2018-Mar-12 12:30:00.0000, -1.090088101740208E+07, -1.928791346061918E+08,  2.922160236592293E+05,  2.218175005242253E+01,  1.368127684129954E+01, -1.535368316046144E-01,
2458190.024305556, A.D. 2018-Mar-12 12:35:00.0000, -1.089421204618284E+07, -1.928750449855995E+08,  2.921621224897504E+05,  2.227906856476051E+01,  1.358418368895680E+01, -2.062465342709645E-01,
2458190.027777778, A.D. 2018-Mar-12 12:40:00.0000, -1.088751299620438E+07, -1.928709832807999E+08,  2.920920242170990E+05,  2.238218686400686E+01,  1.349524077585961E+01, -2.614711225003292E-01,
2458190.031250000, A.D. 2018-Mar-12 12:45:00.0000, -1.088078220810556E+07, -1.928669469867619E+08,  2.920050166012347E+05,  2.249056406730619E+01,  1.341483999687188E+01, -3.189275903900288E-01,
2458190.034722222, A.D. 2018-Mar-12 12:50:00.0000, -1.087401818795925E+07, -1.928629334879915E+08,  2.919004735665321E+05,  2.260363875033320E+01,  1.334332570568505E+01, -3.783248099301622E-01,
2458190.038194444, A.D. 2018-Mar-12 12:55:00.0000, -1.086721961290783E+07, -1.928589400729301E+08,  2.917778573732078E+05,  2.272083245757236E+01,  1.328099386787116E+01, -4.393652963094352E-01,
2458190.041666667, A.D. 2018-Mar-12 13:00:00.0000, -1.086038533574927E+07, -1.928549639485541E+08,  2.916367202629298E+05,  2.284155318202921E+01,  1.322809156053893E+01, -5.017469435841191E-01,
2458190.045138889, A.D. 2018-Mar-12 13:05:00.0000, -1.085351438848805E+07, -1.928510022550758E+08,  2.914767055901289E+05,  2.296519878571582E+01,  1.318481680103820E+01, -5.651647173280683E-01,
2458190.048611111, A.D. 2018-Mar-12 13:10:00.0000, -1.084660598487142E+07, -1.928470520806475E+08,  2.912975484533608E+05,  2.309116033518570E+01,  1.315131868384677E+01, -6.293122924657268E-01,
2458190.052083333, A.D. 2018-Mar-12 13:15:00.0000, -1.083965952194092E+07, -1.928431104759824E+08,  2.910990758447498E+05,  2.321882532968082E+01,  1.312769780231946E+01, -6.938836262128207E-01,
2458190.055555556, A.D. 2018-Mar-12 13:20:00.0000, -1.083267458063409E+07, -1.928391744688087E+08,  2.908812063385397E+05,  2.334758080293040E+01,  1.311400693029825E+01, -7.585744578333431E-01,
2458190.059027778, A.D. 2018-Mar-12 13:25:00.0000, -1.082565092547622E+07, -1.928352410780836E+08,  2.906439493412971E+05,  2.347681628317461E+01,  1.311025193759352E+01, -8.230837287038097E-01,
2458190.062500000, A.D. 2018-Mar-12 13:30:00.0000, -1.081858850340715E+07, -1.928313073279010E+08,  2.903874039288312E+05,  2.360592659946706E+01,  1.311639291296998E+01, -8.871149179068727E-01,
2458190.065972222, A.D. 2018-Mar-12 13:35:00.0000, -1.081148744179034E+07, -1.928273702610344E+08,  2.901117572953999E+05,  2.373431452565532E+01,  1.313234546842920E+01, -9.503772902178600E-01,
2458190.069444444, A.D. 2018-Mar-12 13:40:00.0000, -1.080434804565379E+07, -1.928234269520643E+08,  2.898172828422040E+05,  2.386139325658132E+01,  1.315798219919979E+01, -1.012587054870506E+00,
2458190.072916667, A.D. 2018-Mar-12 13:45:00.0000, -1.079717079421335E+07, -1.928194745200480E+08,  2.895043379309773E+05,  2.398658871393818E+01,  1.319313427485451E+01, -1.073468434871949E+00,
2458190.076388889, A.D. 2018-Mar-12 13:50:00.0000, -1.078995633673051E+07, -1.928155101406941E+08,  2.891733613309711E+05,  2.410934168183177E+01,  1.323759313830594E+01, -1.132754647868238E+00,
2458190.079861111, A.D. 2018-Mar-12 13:55:00.0000, -1.078270548775396E+07, -1.928115310580157E+08,  2.888248703839928E+05,  2.422910977440474E+01,  1.329111229102336E+01, -1.190188800632331E+00,
2458190.083333333, A.D. 2018-Mar-12 14:00:00.0000, -1.077541922179624E+07, -1.928075345954355E+08,  2.884594579140544E+05,  2.434536923987586E+01,  1.335340914460911E+01, -1.245524700154772E+00,
2458190.086805556, A.D. 2018-Mar-12 14:05:00.0000, -1.076809866749251E+07, -1.928035181663291E+08,  2.880777889056653E+05,  2.445761660702757E+01,  1.342416692081473E+01, -1.298527585062883E+00,
2458190.090277778, A.D. 2018-Mar-12 14:10:00.0000, -1.076074510128844E+07, -1.927994792839932E+08,  2.876805969740897E+05,  2.456537018154265E+01,  1.350303658412201E+01, -1.348974781682929E+00,
2458190.093750000, A.D. 2018-Mar-12 14:15:00.0000, -1.075335994070038E+07, -1.927954155710296E+08,  2.872686806495339E+05,  2.466817140065735E+01,  1.358963879311300E+01, -1.396656289496665E+00,
2458190.097222222, A.D. 2018-Mar-12 14:20:00.0000, -1.074594473718935E+07, -1.927913247681437E+08,  2.868428994955719E+05,  2.476558605537626E+01,  1.368356585896992E+01, -1.441375301038254E+00,
2458190.100694444, A.D. 2018-Mar-12 14:25:00.0000, -1.073850116868731E+07, -1.927872047423551E+08,  2.864041700809300E+05,  2.485720539000055E+01,  1.378438370154388E+01, -1.482948661438744E+00,
2458190.104166667, A.D. 2018-Mar-12 14:30:00.0000, -1.073103103181008E+07, -1.927830534946226E+08,  2.859534618216604E+05,  2.494264708897411E+01,  1.389163379548025E+01, -1.521207272863684E+00,
2458190.107638889, A.D. 2018-Mar-12 14:35:00.0000, -1.072353623379037E+07, -1.927788691668880E+08,  2.854917927098125E+05,  2.502155616107066E+01,  1.400483510086165E+01, -1.555996449015870E+00,
2458190.111111111, A.D. 2018-Mar-12 14:40:00.0000, -1.071601878415981E+07, -1.927746500485429E+08,  2.850202249422818E+05,  2.509360573075073E+01,  1.412348597470355E+01, -1.587176224700408E+00,
2458190.114583333, A.D. 2018-Mar-12 14:45:00.0000, -1.070848078620556E+07, -1.927703945823257E+08,  2.845398604632616E+05,  2.515849774612831E+01,  1.424706606139312E+01, -1.614621625183909E+00,
2458190.118055556, A.D. 2018-Mar-12 14:50:00.0000, -1.070092442822710E+07, -1.927661013696547E+08,  2.840518364311755E+05,  2.521596361242549E+01,  1.437503816178295E+01, -1.638222899734728E+00,
2458190.121527778, A.D. 2018-Mar-12 14:55:00.0000, -1.069335197461188E+07, -1.927617691754028E+08,  2.835573206205219E+05,  2.526576475907663E+01,  1.450685008212334E+01, -1.657885723315921E+00,
2458190.125000000, A.D. 2018-Mar-12 15:00:00.0000, -1.068576575675076E+07, -1.927573969321213E+08,  2.830575067674071E+05,  2.530769314779135E+01,  1.464193646533038E+01, -1.673531369927374E+00,
2458190.128472222, A.D. 2018-Mar-12 15:05:00.0000, -1.067816816380873E+07, -1.927529837437158E+08,  2.825536098670661E+05,  2.534157172791512E+01,  1.477972060823113E+01, -1.685096860567361E+00,
2458190.131944444, A.D. 2018-Mar-12 15:10:00.0000, -1.067056163336626E+07, -1.927485288885788E+08,  2.820468614306152E+05,  2.536725484435500E+01,  1.491961626939695E+01, -1.692535088214724E+00,
2458190.135416667, A.D. 2018-Mar-12 15:15:00.0000, -1.066294864194494E+07, -1.927440318221802E+08,  2.815385047071278E+05,  2.538462860218100E+01,  1.506102947296394E+01, -1.695814921629917E+00,
2458190.138888889, A.D. 2018-Mar-12 15:20:00.0000, -1.065533169542980E+07, -1.927394921791175E+08,  2.810297898779958E+05,  2.539361119078845E+01,  1.520336031444306E+01, -1.694921289143817E+00,
2458190.142361111, A.D. 2018-Mar-12 15:25:00.0000, -1.064771331940025E+07, -1.927349097746220E+08,  2.805219692289084E+05,  2.539415316922651E+01,  1.534600477493654E+01, -1.689855242954926E+00,
2458190.145833333, A.D. 2018-Mar-12 15:30:00.0000, -1.064009604938117E+07, -1.927302846055195E+08,  2.800162923054993E+05,  2.538623771297915E+01,  1.548835655040100E+01, -1.680634003796392E+00,
2458190.149305556, A.D. 2018-Mar-12 15:35:00.0000, -1.063248242102599E+07, -1.927256168506389E+08,  2.795140010585636E+05,  2.536988082114226E+01,  1.562980890262795E+01, -1.667290985171336E+00,
2458190.152777778, A.D. 2018-Mar-12 15:40:00.0000, -1.062487496024364E+07, -1.927209068706608E+08,  2.790163249853998E+05,  2.534513148158853E+01,  1.576975653844784E+01, -1.649875795695637E+00,
2458190.156250000, A.D. 2018-Mar-12 15:45:00.0000, -1.061727617328280E+07, -1.927161552073986E+08,  2.785244762737900E+05,  2.531207179036755E+01,  1.590759752330362E+01, -1.628454217440164E+00,
2458190.159722222, A.D. 2018-Mar-12 15:50:00.0000, -1.060968853678796E+07, -1.927113625824985E+08,  2.780396449565887E+05,  2.527081702026743E+01,  1.604273523478287E+01, -1.603108157536990E+00,
2458190.163194444, A.D. 2018-Mar-12 15:55:00.0000, -1.060211448784295E+07, -1.927065298955474E+08,  2.775629940852076E+05,  2.522151563218465E+01,  1.617458036094292E+01, -1.573935569715182E+00,
2458190.166666667, A.D. 2018-Mar-12 16:00:00.0000, -1.059455641402093E+07, -1.927016582215741E+08,  2.770956549314111E+05,  2.516434922172905E+01,  1.630255294731253E+01, -1.541050341871006E+00,
2458190.170138889, A.D. 2018-Mar-12 16:05:00.0000, -1.058701664346114E+07, -1.926967488079282E+08,  2.766387222289294E+05,  2.509953239235088E+01,  1.642608449530553E+01, -1.504582145263821E+00,
2458190.173611111, A.D. 2018-Mar-12 16:10:00.0000, -1.057949743499568E+07, -1.926918030705226E+08,  2.761932494662553E+05,  2.502731254523847E+01,  1.654462011344048E+01, -1.464676240473912E+00,
2458190.177083333, A.D. 2018-Mar-12 16:15:00.0000, -1.057200096835324E+07, -1.926868225894214E+08,  2.757602442449182E+05,  2.494796957532039E+01,  1.665762072122746E+01, -1.421493234872378E+00,
2458190.180555556, A.D. 2018-Mar-12 16:20:00.0000, -1.056452933447006E+07, -1.926818091037602E+08,  2.753406637186259E+05,  2.486181546194025E+01,  1.676456530386542E+01, -1.375208786048177E+00,
2458190.184027778, A.D. 2018-Mar-12 16:25:00.0000, -1.055708452593985E+07, -1.926767645059820E+08,  2.749354101300389E+05,  2.476919374217984E+01,  1.686495321399813E+01, -1.326013245425315E+00,
2458190.187500000, A.D. 2018-Mar-12 16:30:00.0000, -1.054966842764193E+07, -1.926716908353764E+08,  2.745453264642060E+05,  2.467047885441442E+01,  1.695830651471739E+01, -1.274111236197054E+00,
2458190.190972222, A.D. 2018-Mar-12 16:35:00.0000, -1.054228280758709E+07, -1.926665902709107E+08,  2.741711922391504E+05,  2.456607533951980E+01,  1.704417235579088E+01, -1.219721159715778E+00,
2458190.194444444, A.D. 2018-Mar-12 16:40:00.0000, -1.053492930802545E+07, -1.926614651233450E+08,  2.738137194561213E+05,  2.445641688724079E+01,  1.712212537275530E+01, -1.163074624620323E+00,
2458190.197916667, A.D. 2018-Mar-12 16:45:00.0000, -1.052760943686587E+07, -1.926563178266242E+08,  2.734735487333983E+05,  2.434196521560340E+01,  1.719177009607604E+01, -1.104415793268625E+00,
2458190.201388889, A.D. 2018-Mar-12 16:50:00.0000, -1.052032455945751E+07, -1.926511509285494E+08,  2.731512456489354E+05,  2.422320877193277E+01,  1.725274335507151E+01, -1.044000640483888E+00,
2458190.204861111, A.D. 2018-Mar-12 16:55:00.0000, -1.051307589078963E+07, -1.926459670807300E+08,  2.728472973193824E+05,  2.410066124505108E+01,  1.730471665877748E+01, -9.820961202273519E-01,
2458190.208333333, A.D. 2018-Mar-12 17:00:00.0000, -1.050586448816666E+07, -1.926407690278280E+08,  2.725621092432439E+05,  2.397485987959406E+01,  1.734739853343874E+01, -9.189792365876306E-01,
2458190.211805556, A.D. 2018-Mar-12 17:05:00.0000, -1.049869124442008E+07, -1.926355595961097E+08,  2.722960024374872E+05,  2.384636358511894E+01,  1.738053679393312E+01, -8.549360164313846E-01,
2458190.215277778, A.D. 2018-Mar-12 17:10:00.0000, -1.049155688171875E+07, -1.926303416813298E+08,  2.720492108970582E+05,  2.371575083479185E+01,  1.740392072423765E+01, -7.902603821941891E-01,
2458190.218750000, A.D. 2018-Mar-12 17:15:00.0000, -1.048446194604170E+07, -1.926251182359781E+08,  2.718218794082999E+05,  2.358361735094168E+01,  1.741738314013942E+01, -7.252529246023673E-01,
2458190.222222222, A.D. 2018-Mar-12 17:20:00.0000, -1.047740680237719E+07, -1.926198922559281E+08,  2.716140617444515E+05,  2.345057357764722E+01,  1.742080230589382E+01, -6.602195765978829E-01,
2458190.225694444, A.D. 2018-Mar-12 17:25:00.0000, -1.047039163071138E+07, -1.926146667665367E+08,  2.714257192741334E+05,  2.331724194376666E+01,  1.741410367558170E+01, -5.954701913761822E-01,
2458190.229166667, A.D. 2018-Mar-12 17:30:00.0000, -1.046341642286929E+07, -1.926094448082513E+08,  2.712567200100571E+05,  2.318425392339623E+01,  1.739726142967924E+01, -5.313170292188492E-01,
2458190.232638889, A.D. 2018-Mar-12 17:35:00.0000, -1.045648098026597E+07, -1.926042294217898E+08,  2.711068381244987E+05,  2.305224690461055E+01,  1.737029977802561E+01, -4.680731596797241E-01,
2458190.236111111, A.D. 2018-Mar-12 17:40:00.0000, -1.044958491262418E+07, -1.925990236329697E+08,  2.709757539558411E+05,  2.292186088143039E+01,  1.733329400217453E+01, -4.060507876231254E-01,
2458190.239583333, A.D. 2018-Mar-12 17:45:00.0000, -1.044272763770929E+07, -1.925938304372643E+08,  2.708630545274764E+05,  2.279373498819608E+01,  1.728637121330824E+01, -3.455595135640648E-01,
2458190.243055556, A.D. 2018-Mar-12 17:50:00.0000, -1.043590838212359E+07, -1.925886527841784E+08,  2.707682345968485E+05,  2.266850389979010E+01,  1.722971080676989E+01, -2.869045406560398E-01,
2458190.246527778, A.D. 2018-Mar-12 17:55:00.0000, -1.042912618319821E+07, -1.925834935615344E+08,  2.706906982486695E+05,  2.254679412530991E+01,  1.716354460117113E+01, -2.303848424298218E-01,
2458190.250000000, A.D. 2018-Mar-12 18:00:00.0000, -1.042237989200827E+07, -1.925783555797639E+08,  2.706297610419244E+05,  2.242922022667442E+01,  1.708815665934065E+01, -1.762913069074807E-01,
2458190.253472222, A.D. 2018-Mar-12 18:05:00.0000, -1.041566817775527E+07, -1.925732415565425E+08,  2.705846528158039E+05,  2.231637984369497E+01,  1.700388109695055E+01, -1.249043770800800E-01,
2458190.256944444, A.D. 2018-Mar-12 18:10:00.0000, -1.040898953254437E+07, -1.925681541013593E+08,  2.705545206928253E+05,  2.220885430381925E+01,  1.691110464460725E+01, -7.649424506789959E-02,
2458190.260416667, A.D. 2018-Mar-12 18:15:00.0000, -1.040234227817035E+07, -1.925630957006274E+08,  2.705384330495149E+05,  2.210719790630107E+01,  1.681026105171431E+01, -3.131580400975764E-02,
2458190.263888889, A.D. 2018-Mar-12 18:20:00.0000, -1.039572457400081E+07, -1.925580687034939E+08,  2.705353839982301E+05,  2.201193848659556E+01,  1.670183129660790E+01,  1.039108052087023E-02,
2458190.267361111, A.D. 2018-Mar-12 18:25:00.0000, -1.038913442553771E+07, -1.925530753080292E+08,  2.705442981872410E+05,  2.192357332947283E+01,  1.658634114459909E+01,  4.840348207628065E-02,
2458190.270833333, A.D. 2018-Mar-12 18:30:00.0000, -1.038256969415092E+07, -1.925481175482004E+08,  2.705640361452103E+05,  2.184256543626461E+01,  1.646435835691599E+01,  8.251713553863738E-02,
2458190.274305556, A.D. 2018-Mar-12 18:35:00.0000, -1.037602810788301E+07, -1.925431972817347E+08,  2.705934001163542E+05,  2.176934011135097E+01,  1.633648955334635E+01,  1.125479873492798E-01,
2458190.277777778, A.D. 2018-Mar-12 18:40:00.0000, -1.036950727323169E+07, -1.925383161789749E+08,  2.706311403355747E+05,  2.170428185644421E+01,  1.620337673886170E+01,  1.383335798759573E-01,
2458190.281250000, A.D. 2018-Mar-12 18:45:00.0000, -1.036300468781787E+07, -1.925334757128244E+08,  2.706759616942853E+05,  2.164773157733195E+01,  1.606569351248330E+01,  1.597342684114569E-01,
2458190.284722222, A.D. 2018-Mar-12 18:50:00.0000, -1.035651775384259E+07, -1.925286771498749E+08,  2.707265307449251E+05,  2.159998411784645E+01,  1.592414098453991E+01,  1.766342646362942E-01,
2458190.288194444, A.D. 2018-Mar-12 18:55:00.0000, -1.035004379223230E+07, -1.925239215427979E+08,  2.707814829920530E+05,  2.156128614111571E+01,  1.577944343581344E+01,  1.889424980736454E-01,
2458190.291666667, A.D. 2018-Mar-12 19:00:00.0000, -1.034358005736524E+07, -1.925192097240726E+08,  2.708394304130077E+05,  2.153183437965216E+01,  1.563234375853616E+01,  1.965932865930657E-01,
2458190.295138889, A.D. 2018-Mar-12 19:05:00.0000, -1.033712375226459E+07, -1.925145423011085E+08,  2.708989691501409E+05,  2.151177427444250E+01,  1.548359872455377E+01,  1.995468079295231E-01,
2458190.298611111, A.D. 2018-Mar-12 19:10:00.0000, -1.033067204413944E+07, -1.925099196528076E+08,  2.709586873140782E+05,  2.150119901968164E+01,  1.533397413005932E+01,  1.977893660911487E-01,
2458190.302083333, A.D. 2018-Mar-12 19:15:00.0000, -1.032422208015025E+07, -1.925053419275943E+08,  2.710171728354245E+05,  2.150014902479959E+01,  1.518423986905387E+01,  1.913334491076188E-01,
